11月4日17時37分	赤 予選
バスタオル2下がり待ち lidar(2385,2946),3	G(2051,5700),N(2052,5206,0.063819)	RS(0,0)
バスタオル2下がり待ち lidar(2385,2946),3	G(2051,5700),N(2052,5208,0.069803)	RS(0,0)
バスタオル2下がり待ち lidar(2742,2946),3	G(2051,5700),N(2052,5216,0.076258)	RS(0,0)
バスタオル2下がり待ち lidar(2742,2946),3	G(2051,5700),N(2052,5222,0.078879)	RS(0,0)
バスタオル2下がり待ち lidar(2849,2937),3	G(2051,5700),N(2052,5230,0.091554)	RS(0,0)
バスタオル2下がり待ち lidar(2849,2937),3	G(2051,5700),N(2052,5238,0.089277)	RS(0,0)
バスタオル2下がり待ち lidar(2849,2937),3	G(2051,5700),N(2051,5261,0.084670)	RS(0,0)
バスタオル2下がり待ち lidar(2860,2917),3	G(2051,5700),N(2051,5275,0.073883)	RS(0,0)
バスタオル2下がり待ち lidar(2860,2917),3	G(2051,5700),N(2051,5290,0.073412)	RS(0,0)
バスタオル2下がり待ち lidar(2859,2887),3	G(2051,5700),N(2051,5307,0.064420)	RS(0,0)
バスタオル2補正X 無し lidar(2859,2887),2189	G(3140,5700),N(2051,5345,-0.019611)	RS(0,0)	12
バスタオル2補正X 無し lidar(2860,2845),2190	G(3140,5700),N(2051,5365,-0.009985)	RS(0,0)	12
バスタオル2補正X 無し lidar(2860,2845),2190	G(3140,5700),N(2050,5387,-0.067088)	RS(0,0)	12
バスタオル2補正X 無し lidar(2863,2785),2193	G(3140,5700),N(2050,5409,-0.029338)	RS(0,0)	12
バスタオル2補正X 無し lidar(2863,2785),2193	G(3140,5700),N(2050,5456,-0.029819)	RS(0,0)	12
バスタオル2補正X 無し lidar(2863,2785),2193	G(3140,5700),N(2050,5480,-0.031351)	RS(0,0)	13
バスタオル2補正X 無し lidar(2866,2716),2196	G(3140,5700),N(2051,5504,-0.016541)	RS(0,0)	13
バスタオル2補正X 無し lidar(2866,2716),2196	G(3140,5700),N(2053,5551,-0.026161)	RS(0,0)	13
バスタオル2補正X 無し lidar(2862,2643),2192	G(3140,5700),N(2055,5574,-0.046369)	RS(0,0)	13
バスタオル2補正X 無し lidar(2862,2643),2192	G(3140,5700),N(2057,5596,-0.022211)	RS(0,0)	13
バスタオル2補正X 無し lidar(2856,2580),2186	G(3140,5700),N(2060,5617,-0.048081)	RS(0,0)	13
バスタオル2補正X 無し lidar(2856,2580),2186	G(3140,5700),N(2070,5653,-0.071944)	RS(0,0)	13
バスタオル2補正X 無し lidar(2829,2580),2159	G(3140,5700),N(2076,5668,-0.075773)	RS(0,0)	13
バスタオル2補正X 無し lidar(2829,2580),2159	G(3140,5700),N(2084,5681,-0.087310)	RS(0,0)	13
バスタオル2補正X 無し lidar(2829,2580),2159	G(3140,5700),N(2093,5692,-0.086400)	RS(0,0)	13
バスタオル2補正X 無し lidar(2820,2514),2150	G(3140,5700),N(2113,5708,-0.139896)	RS(0,0)	13
バスタオル2補正X 無し lidar(2820,2514),2150	G(3140,5700),N(2125,5713,-0.154871)	RS(0,0)	13
バスタオル2補正X 無し lidar(2785,2473),2115	G(3140,5700),N(2136,5716,-0.132009)	RS(0,0)	13
バスタオル2補正X 無し lidar(2785,2473),2115	G(3140,5700),N(2150,5717,-0.134601)	RS(0,0)	13
バスタオル2補正X 無し lidar(2756,2445),2086	G(3140,5700),N(2181,5717,-0.125891)	RS(0,0)	13
バスタオル2補正X 無し lidar(2756,2445),2086	G(3140,5700),N(2198,5715,-0.117430)	RS(0,0)	13
バスタオル2補正X 無し lidar(2711,2430),2041	G(3140,5700),N(2217,5714,-0.098187)	RS(0,0)	13
バスタオル2補正X 無し lidar(2711,2430),2041	G(3140,5700),N(2237,5711,-0.085878)	RS(0,0)	13
バスタオル2補正X 無し lidar(2711,2430),2041	G(3140,5700),N(2281,5707,-0.104581)	RS(0,0)	13
バスタオル2補正X 無し lidar(2660,2435),1990	G(3140,5700),N(2304,5704,-0.116617)	RS(0,0)	13
バスタオル2補正X 無し lidar(2660,2435),1990	G(3140,5700),N(2329,5702,-0.085763)	RS(0,0)	13
バスタオル2補正X 無し lidar(2587,2448),1917	G(3140,5700),N(2380,5697,-0.094752)	RS(0,0)	13
バスタオル2補正X 無し lidar(2587,2448),1917	G(3140,5700),N(2408,5694,-0.129817)	RS(0,0)	13
バスタオル2補正X 無し lidar(2520,2447),1850	G(3140,5700),N(2436,5692,-0.130434)	RS(0,0)	13
バスタオル2補正X 無し lidar(2520,2447),1850	G(3140,5700),N(2465,5690,-0.151327)	RS(0,0)	13
バスタオル2補正X 無し lidar(2444,2456),1774	G(3140,5700),N(2526,5686,-0.181017)	RS(0,0)	14
バスタオル2補正X 無し lidar(2444,2456),1774	G(3140,5700),N(2558,5685,-0.186937)	RS(0,0)	14
バスタオル2補正X 無し lidar(2444,2456),1774	G(3140,5700),N(2590,5683,-0.176630)	RS(0,0)	14
バスタオル2補正X 無し lidar(2352,2460),1682	G(3140,5700),N(2623,5683,-0.168029)	RS(0,0)	14
バスタオル2補正X 無し lidar(2352,2460),1682	G(3140,5700),N(2688,5682,-0.124900)	RS(0,0)	14
バスタオル2補正X 無し lidar(2253,2467),1583	G(3140,5700),N(2721,5683,-0.119355)	RS(0,0)	14
バスタオル2補正X 無し lidar(2253,2467),1583	G(3140,5340),N(2753,5683,-0.069984)	RS(0,0)	14
バスタオル2補正X 無し lidar(2163,2467),1493	G(3140,5340),N(2785,5684,-0.068044)	RS(0,0)	14
バスタオル2補正X 無し lidar(2163,2467),1493	G(3140,5340),N(2845,5685,0.040735)	RS(0,0)	14
バスタオル2補正X 無し lidar(2071,2467),1401	G(3140,5340),N(2874,5686,0.112023)	RS(0,0)	14
バスタオル2補正X 無し lidar(2071,2467),1401	G(3140,5340),N(2902,5687,0.100615)	RS(0,0)	14
バスタオル2補正X 無し lidar(2071,2467),1401	G(3140,5340),N(2953,5689,0.184967)	RS(0,0)	14
バスタオル2補正X 無し lidar(1990,2470),1320	G(3140,5340),N(2976,5689,0.251809)	RS(0,0)	14
バスタオル2補正X 無し lidar(1990,2470),1320	G(3140,5340),N(2998,5690,0.286325)	RS(0,0)	14
バスタオル2補正X 無し lidar(1925,2466),1255	G(3140,5340),N(3018,5690,0.242380)	RS(0,0)	14
バスタオル2補正X 無し lidar(1925,2466),1255	G(3140,5340),N(3053,5689,0.276344)	RS(0,0)	14
バスタオル2補正X フェンス lidar(1879,2467),174	G(3243,5340),N(3069,5688,0.268327)	RS(0,0)	wait:9	14
バスタオル2補正X フェンス lidar(1879,2467),174	G(3256,5340),N(3082,5686,0.259718)	RS(0,0)	wait:9	14
バスタオル2補正X フェンス lidar(1844,2459),139	G(3232,5340),N(3093,5685,0.318904)	RS(0,0)	wait:9	14
バスタオル2補正X フェンス lidar(1844,2459),139	G(3249,5340),N(3110,5680,0.724208)	RS(0,0)	wait:9	14
バスタオル2補正X フェンス lidar(1844,2459),139	G(3255,5340),N(3116,5676,0.892066)	RS(0,0)	wait:9	14
バスタオル2補正X フェンス lidar(1815,2473),110	G(3232,5340),N(3122,5671,1.033185)	RS(0,0)	wait:9	14
バスタオル2補正X フェンス lidar(1815,2473),110	G(3237,5340),N(3127,5665,1.199474)	RS(0,0)	wait:9	14
バスタオル2補正X フェンス lidar(1803,2477),98	G(3236,5340),N(3138,5648,1.289611)	RS(0,0)	wait:9	14
バスタオル2補正X フェンス lidar(1803,2477),98	G(3242,5340),N(3144,5638,1.176005)	RS(0,0)	wait:9	14
バスタオル2補正X フェンス lidar(1790,2507),85	G(3235,5340),N(3150,5626,0.967714)	RS(0,0)	wait:9	15
バスタオル2補正X フェンス lidar(1790,2507),85	G(3246,5340),N(3161,5599,0.621036)	RS(0,0)	wait:9	15
バスタオル2補正X フェンス lidar(1772,2542),67	G(3233,5340),N(3166,5583,0.501036)	RS(0,0)	wait:9	15
バスタオル2補正X フェンス lidar(1772,2542),67	G(3239,5340),N(3172,5566,0.299529)	RS(0,0)	wait:9	15
