10月18日21時49分	青 予選
シーツ補正X lidar(3898,1443),-2	G(-3800,6875),N(-3798,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1443,93
シーツ補正X lidar(3904,1449),4	G(-3794,6740),N(-3798,6782)	RS(0,0)
シーツ補正Y lidar(3904,1449),99	G(-3794,6881),N(-3798,6782)	RS(0,0)
シーツ補正X lidar(3904,1449),4	G(-3794,6881),N(-3798,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1449,99
シーツ補正X lidar(3900,1447),0	G(-3798,6740),N(-3798,6782)	RS(0,0)
シーツ補正Y lidar(3900,1447),97	G(-3798,6879),N(-3798,6782)	RS(0,0)
シーツ補正X lidar(3900,1447),0	G(-3798,6879),N(-3798,6783)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1447,97
シーツ補正X lidar(3900,1447),0	G(-3799,6740),N(-3799,6782)	RS(0,0)
シーツ補正Y lidar(3900,1447),97	G(-3799,6879),N(-3799,6782)	RS(0,0)
シーツ補正X lidar(3887,1449),-13	G(-3812,6879),N(-3799,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1449,99
シーツ補正X lidar(3887,1449),-13	G(-3811,6740),N(-3798,6782)	RS(0,0)
シーツ補正Y lidar(3887,1449),99	G(-3811,6881),N(-3798,6782)	RS(0,0)
シーツ補正X lidar(3907,1444),7	G(-3791,6881),N(-3798,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1444,94
シーツ補正X lidar(3907,1444),7	G(-3791,6740),N(-3798,6781)	RS(0,0)
シーツ補正Y lidar(3907,1444),94	G(-3791,6875),N(-3798,6781)	RS(0,0)
シーツ補正X lidar(3907,1444),7	G(-3791,6875),N(-3798,6781)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1444,94
シーツ補正X lidar(3896,1439),-4	G(-3802,6740),N(-3798,6782)	RS(0,0)
シーツ補正Y lidar(3896,1439),89	G(-3802,6871),N(-3798,6782)	RS(0,0)
シーツ補正X lidar(3896,1439),-4	G(-3801,6871),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1439,89
シーツ補正X lidar(3902,1440),2	G(-3795,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3902,1440),90	G(-3795,6872),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3902,1440),2	G(-3795,6872),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1440,90
シーツ補正X lidar(3902,1440),2	G(-3795,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3902,1440),90	G(-3795,6872),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3897,1430),-3	G(-3800,6872),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1430,80
シーツ補正X lidar(3897,1430),-3	G(-3800,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3897,1430),80	G(-3800,6862),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3901,1430),1	G(-3796,6862),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1430,80
シーツ補正X lidar(3901,1430),1	G(-3796,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3901,1430),80	G(-3796,6862),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3901,1430),1	G(-3796,6862),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1430,80
シーツ補正X lidar(3900,1448),0	G(-3797,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3900,1448),98	G(-3797,6880),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3900,1448),0	G(-3797,6880),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1448,98
シーツ補正X lidar(3894,1448),-6	G(-3803,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3894,1448),98	G(-3803,6880),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3894,1448),-6	G(-3803,6880),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1448,98
シーツ補正X lidar(3894,1448),-6	G(-3803,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3894,1448),98	G(-3803,6880),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3892,1445),-8	G(-3805,6880),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1445,95
シーツ補正X lidar(3892,1445),-8	G(-3805,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3892,1445),95	G(-3805,6877),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3905,1437),5	G(-3792,6877),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1437,87
シーツ補正X lidar(3905,1437),5	G(-3792,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3905,1437),87	G(-3792,6869),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3905,1437),5	G(-3792,6869),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1437,87
シーツ補正X lidar(3891,1439),-9	G(-3806,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3891,1439),89	G(-3806,6871),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3891,1439),-9	G(-3806,6871),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1439,89
シーツ補正X lidar(3889,1434),-11	G(-3808,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3889,1434),84	G(-3808,6866),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3889,1434),-11	G(-3808,6866),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1434,84
シーツ補正X lidar(3889,1434),-11	G(-3808,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3889,1434),84	G(-3808,6866),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3900,1431),0	G(-3797,6866),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1431,81
シーツ補正X lidar(3900,1431),0	G(-3797,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3900,1431),81	G(-3797,6863),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3898,1431),-2	G(-3799,6863),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1431,81
シーツ補正X lidar(3898,1431),-2	G(-3799,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3898,1431),81	G(-3799,6863),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3898,1431),-2	G(-3799,6863),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1431,81
シーツ補正X lidar(3895,1440),-5	G(-3802,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3895,1440),90	G(-3802,6872),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3895,1440),-5	G(-3802,6872),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1440,90
シーツ補正X lidar(3897,1438),-3	G(-3800,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3897,1438),88	G(-3800,6870),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3897,1438),-3	G(-3800,6870),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1438,88
シーツ補正X lidar(3897,1438),-3	G(-3800,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3897,1438),88	G(-3800,6870),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3900,1441),0	G(-3797,6870),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1441,91
シーツ補正X lidar(3900,1441),0	G(-3797,6740),N(-3797,6782)	RS(0,0)
シーツ補正Y lidar(3900,1441),91	G(-3797,6873),N(-3797,6782)	RS(0,0)
シーツ補正X lidar(3893,1450),-7	G(-3804,6873),N(-3797,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1450,100
シーツ補正X lidar(3893,1450),-7	G(-3805,6740),N(-3798,6785)	RS(0,0)
シーツ補正Y lidar(3893,1450),100	G(-3805,6885),N(-3798,6785)	RS(0,0)
シーツ補正X lidar(3893,1450),-7	G(-3805,6885),N(-3798,6785)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1450,100
シーツ補正X lidar(3894,1448),-6	G(-3804,6740),N(-3798,6784)	RS(0,0)
シーツ補正Y lidar(3894,1448),98	G(-3804,6882),N(-3798,6784)	RS(0,0)
シーツ補正X lidar(3894,1448),-6	G(-3804,6882),N(-3798,6784)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1448,98
シーツ補正X lidar(3899,1437),-1	G(-3799,6740),N(-3798,6784)	RS(0,0)
シーツ補正Y lidar(3899,1437),87	G(-3799,6871),N(-3798,6784)	RS(0,0)
シーツ補正X lidar(3899,1437),-1	G(-3800,6871),N(-3799,6784)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1437,87
シーツ補正X lidar(3899,1437),-1	G(-3800,6740),N(-3799,6784)	RS(0,0)
シーツ補正Y lidar(3899,1437),87	G(-3800,6871),N(-3799,6784)	RS(0,0)
シーツ補正X lidar(3906,1438),6	G(-3793,6871),N(-3799,6783)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1438,88
シーツ補正X lidar(3906,1438),6	G(-3794,6740),N(-3800,6784)	RS(0,0)
シーツ補正Y lidar(3906,1438),88	G(-3794,6872),N(-3800,6784)	RS(0,0)
シーツ補正X lidar(3917,1442),17	G(-3783,6872),N(-3800,6784)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1442,92
シーツ補正X lidar(3917,1442),17	G(-3783,6740),N(-3800,6783)	RS(0,0)
シーツ補正Y lidar(3917,1442),92	G(-3783,6875),N(-3800,6783)	RS(0,0)
シーツ補正X lidar(3917,1442),17	G(-3783,6875),N(-3800,6782)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1442,92
シーツ補正X lidar(3910,1442),10	G(-3790,6740),N(-3800,6782)	RS(0,0)
シーツ補正Y lidar(3910,1442),92	G(-3790,6874),N(-3800,6782)	RS(0,0)
シーツ補正X lidar(3910,1442),10	G(-3790,6874),N(-3800,6780)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1442,92
シーツ補正X lidar(3907,1442),7	G(-3793,6740),N(-3800,6777)	RS(0,0)
シーツ補正Y lidar(3907,1442),92	G(-3793,6869),N(-3800,6777)	RS(0,0)
シーツ補正X lidar(3907,1442),7	G(-3793,6869),N(-3800,6777)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1442,92
シーツ補正X lidar(3907,1442),7	G(-3793,6740),N(-3800,6777)	RS(0,0)
シーツ補正Y lidar(3907,1442),92	G(-3793,6869),N(-3800,6777)	RS(0,0)
シーツ補正X lidar(3898,1441),-2	G(-3802,6869),N(-3800,6778)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1441,91
シーツ補正X lidar(3898,1441),-2	G(-3802,6740),N(-3800,6778)	RS(0,0)
シーツ補正Y lidar(3898,1441),91	G(-3802,6869),N(-3800,6778)	RS(0,0)
シーツ補正X lidar(3910,1439),10	G(-3790,6869),N(-3800,6778)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1439,89
シーツ補正X lidar(3910,1439),10	G(-3790,6740),N(-3800,6778)	RS(0,0)
シーツ補正Y lidar(3910,1439),89	G(-3790,6867),N(-3800,6778)	RS(0,0)
シーツ補正X lidar(3910,1439),10	G(-3790,6867),N(-3800,6778)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1439,89
シーツ補正X lidar(3904,1446),4	G(-3796,6740),N(-3800,6779)	RS(0,0)
シーツ補正Y lidar(3904,1446),96	G(-3796,6875),N(-3800,6779)	RS(0,0)
シーツ補正X lidar(3904,1446),4	G(-3796,6875),N(-3800,6779)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1446,96
シーツ補正X lidar(3905,1444),5	G(-3795,6740),N(-3800,6780)	RS(0,0)
シーツ補正Y lidar(3905,1444),94	G(-3795,6874),N(-3800,6780)	RS(0,0)
シーツ補正X lidar(3905,1444),5	G(-3795,6874),N(-3800,6780)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1444,94
シーツ補正X lidar(3905,1444),5	G(-3795,6740),N(-3800,6780)	RS(0,0)
シーツ補正Y lidar(3905,1444),94	G(-3795,6874),N(-3800,6780)	RS(0,0)
シーツ補正X lidar(3902,1447),2	G(-3798,6874),N(-3800,6780)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1447,97
シーツ補正X lidar(3902,1447),2	G(-3798,6740),N(-3800,6780)	RS(0,0)
シーツ補正Y lidar(3902,1447),97	G(-3798,6877),N(-3800,6780)	RS(0,0)
シーツ補正X lidar(3890,1450),-10	G(-3810,6877),N(-3800,6779)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1450,100
シーツ補正X lidar(3890,1450),-10	G(-3810,6740),N(-3800,6779)	RS(0,0)
シーツ補正Y lidar(3890,1450),100	G(-3810,6879),N(-3800,6779)	RS(0,0)
シーツ補正X lidar(3890,1450),-10	G(-3810,6879),N(-3800,6779)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1450,100
シーツ補正X lidar(3904,1449),4	G(-3796,6740),N(-3800,6779)	RS(0,0)
シーツ補正Y lidar(3904,1449),99	G(-3796,6878),N(-3800,6779)	RS(0,0)
シーツ補正X lidar(3904,1449),4	G(-3796,6878),N(-3800,6780)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1449,99
シーツ補正X lidar(3912,1449),12	G(-3788,6740),N(-3800,6778)	RS(0,0)
シーツ補正Y lidar(3912,1449),99	G(-3788,6877),N(-3800,6778)	RS(0,0)
シーツ補正X lidar(3912,1449),12	G(-3788,6877),N(-3800,6778)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1449,99
シーツ補正X lidar(3912,1449),12	G(-3788,6740),N(-3800,6779)	RS(0,0)
シーツ補正Y lidar(3912,1449),99	G(-3788,6878),N(-3800,6779)	RS(0,0)
シーツ補正X lidar(3907,1455),7	G(-3793,6878),N(-3800,6784)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1455,105
シーツ補正X lidar(3907,1455),7	G(-3793,6740),N(-3800,6790)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3793,6740),N(-3800,6790)	lidar(3907,1455)
シーツ補正X lidar(3894,1461),-6	G(-3806,6740),N(-3800,6797)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3806,6740),N(-3800,6797)	lidar(3894,1461)
シーツ補正X lidar(3894,1461),-6	G(-3807,6740),N(-3801,6797)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3807,6740),N(-3801,6797)	lidar(3894,1461)
シーツ補正X lidar(3894,1461),-6	G(-3807,6740),N(-3801,6797)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3807,6740),N(-3801,6797)	lidar(3894,1461)
シーツ補正X lidar(3903,1462),3	G(-3797,6740),N(-3800,6796)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3797,6740),N(-3800,6796)	lidar(3903,1462)
シーツ補正X lidar(3903,1462),3	G(-3798,6740),N(-3801,6796)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3798,6740),N(-3801,6796)	lidar(3903,1462)
シーツ補正X lidar(3903,1464),3	G(-3797,6740),N(-3800,6795)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3797,6740),N(-3800,6795)	lidar(3903,1464)
シーツ補正X lidar(3903,1464),3	G(-3798,6740),N(-3801,6797)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3798,6740),N(-3801,6797)	lidar(3903,1464)
シーツ補正X lidar(3903,1464),3	G(-3798,6740),N(-3801,6795)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3798,6740),N(-3801,6795)	lidar(3903,1464)
シーツ補正X lidar(3919,1459),19	G(-3782,6740),N(-3801,6795)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3782,6740),N(-3801,6795)	lidar(3919,1459)
シーツ補正X lidar(3919,1459),19	G(-3781,6740),N(-3800,6794)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3781,6740),N(-3800,6794)	lidar(3919,1459)
シーツ補正X lidar(3906,1458),6	G(-3794,6740),N(-3800,6793)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3794,6740),N(-3800,6793)	lidar(3906,1458)
シーツ補正X lidar(3906,1458),6	G(-3794,6740),N(-3800,6792)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3794,6740),N(-3800,6792)	lidar(3906,1458)
シーツ補正X lidar(3906,1458),6	G(-3794,6740),N(-3800,6791)	RS(0,0)
シーツ補正Y 無し RS(0,0) G(-3794,6740),N(-3800,6791)	lidar(3906,1458)
シーツ補正X lidar(3886,1458),-14	G(-3814,6740),N(-3800,6789)	RS(0,0)
シーツ補正Y lidar(3886,1458),108	G(-3814,6897),N(-3800,6789)	RS(0,0)
シーツ補正X lidar(3886,1458),-14	G(-3813,6897),N(-3799,6786)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1458,108
シーツ補正X lidar(3906,1464),6	G(-3794,6740),N(-3800,6784)	RS(0,0)
シーツ補正Y lidar(3906,1464),114	G(-3794,6898),N(-3800,6784)	RS(0,0)
シーツ補正X lidar(3906,1464),6	G(-3794,6898),N(-3800,6783)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1464,114
シーツ補正X lidar(3906,1464),6	G(-3794,6740),N(-3800,6780)	RS(0,0)
シーツ補正Y lidar(3906,1464),114	G(-3794,6894),N(-3800,6780)	RS(0,0)
シーツ補正X lidar(3879,1472),-21	G(-3821,6894),N(-3800,6778)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1472,122
シーツ補正X lidar(3879,1472),-21	G(-3821,6740),N(-3800,6777)	RS(0,0)
シーツ補正Y lidar(3879,1472),122	G(-3821,6899),N(-3800,6777)	RS(0,0)
シーツ補正X lidar(3790,1479),-110	G(-3910,6899),N(-3800,6775)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1479,129
シーツ補正X lidar(3790,1479),-110	G(-3911,6740),N(-3801,6773)	RS(0,0)
シーツ補正Y lidar(3790,1479),129	G(-3911,6902),N(-3801,6773)	RS(0,0)
シーツ補正X lidar(3790,1479),-110	G(-3911,6902),N(-3801,6772)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1479,129
シーツ補正X lidar(3816,1485),-84	G(-3886,6740),N(-3802,6770)	RS(0,0)
シーツ補正Y lidar(3816,1485),135	G(-3886,6905),N(-3802,6770)	RS(0,0)
シーツ補正X lidar(3816,1485),-84	G(-3886,6905),N(-3802,6767)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1485,135
シーツ補正X lidar(3880,1491),-20	G(-3821,6740),N(-3801,6764)	RS(0,0)
シーツ補正Y lidar(3880,1491),141	G(-3821,6905),N(-3801,6764)	RS(0,0)
シーツ補正X lidar(3880,1491),-20	G(-3822,6905),N(-3802,6761)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1491,141
シーツ補正X lidar(3880,1491),-20	G(-3821,6740),N(-3801,6759)	RS(0,0)
シーツ補正Y lidar(3880,1491),141	G(-3821,6900),N(-3801,6759)	RS(0,0)
シーツ補正X lidar(3896,1495),-4	G(-3805,6900),N(-3801,6757)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1495,145
シーツ補正X lidar(3896,1495),-4	G(-3805,6740),N(-3801,6756)	RS(0,0)
シーツ補正Y lidar(3896,1495),145	G(-3805,6901),N(-3801,6756)	RS(0,0)
シーツ補正X lidar(3914,1500),14	G(-3788,6901),N(-3802,6753)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1500,150
シーツ補正X lidar(3914,1500),14	G(-3789,6740),N(-3803,6751)	RS(0,0)
シーツ補正Y lidar(3914,1500),150	G(-3789,6901),N(-3803,6751)	RS(0,0)
シーツ補正X lidar(3914,1500),64	G(-3740,6901),N(-3804,6749)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1500,150
シーツ補正X lidar(3897,1512),-3	G(-3808,6740),N(-3805,6748)	RS(0,0)
シーツ補正Y lidar(3897,1512),162	G(-3808,6910),N(-3805,6748)	RS(0,0)
シーツ補正X lidar(3897,1512),47	G(-3759,6910),N(-3806,6747)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1512,162
シーツ補正X lidar(3901,1511),1	G(-3805,6740),N(-3806,6746)	RS(0,0)
シーツ補正Y lidar(3901,1511),161	G(-3805,6907),N(-3806,6746)	RS(0,0)
シーツ補正X lidar(3901,1511),51	G(-3754,6907),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1511,161
シーツ補正X lidar(3901,1511),1	G(-3804,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3901,1511),161	G(-3804,6907),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3898,1511),48	G(-3757,6907),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1511,161
シーツ補正X lidar(3898,1511),-2	G(-3807,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3898,1511),161	G(-3807,6907),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3903,1511),53	G(-3752,6907),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1511,161
シーツ補正X lidar(3903,1511),3	G(-3802,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3903,1511),161	G(-3802,6907),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3903,1511),53	G(-3752,6907),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1511,161
シーツ補正X lidar(3904,1518),4	G(-3801,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3904,1518),168	G(-3801,6914),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3904,1518),54	G(-3751,6914),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1518,168
シーツ補正X lidar(3909,1525),9	G(-3796,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3909,1525),175	G(-3796,6921),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3909,1525),59	G(-3746,6921),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1525,175
シーツ補正X lidar(3909,1525),9	G(-3796,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3909,1525),175	G(-3796,6921),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3902,1522),52	G(-3753,6921),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1522,172
シーツ補正X lidar(3902,1522),2	G(-3803,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3902,1522),172	G(-3803,6918),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3908,1519),58	G(-3747,6918),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1519,169
シーツ補正X lidar(3908,1519),8	G(-3797,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3908,1519),169	G(-3797,6915),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3908,1519),58	G(-3747,6915),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1519,169
シーツ補正X lidar(3900,1511),0	G(-3805,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3900,1511),161	G(-3805,6907),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3900,1511),50	G(-3755,6907),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1511,161
シーツ補正X lidar(3906,1514),6	G(-3799,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3906,1514),164	G(-3799,6910),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3906,1514),56	G(-3749,6910),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1514,164
シーツ補正X lidar(3906,1514),6	G(-3799,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3906,1514),164	G(-3799,6910),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3884,1513),34	G(-3771,6910),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1513,163
シーツ補正X lidar(3884,1513),-16	G(-3821,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3884,1513),163	G(-3821,6909),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3897,1506),47	G(-3758,6909),N(-3805,6746)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1506,156
シーツ補正X lidar(3897,1506),-3	G(-3808,6740),N(-3805,6746)	RS(0,0)
シーツ補正Y lidar(3897,1506),156	G(-3808,6902),N(-3805,6746)	RS(0,0)
シーツ補正X lidar(3897,1506),47	G(-3758,6902),N(-3805,6745)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1506,156
シーツ補正X lidar(3909,1501),9	G(-3796,6740),N(-3805,6745)	RS(0,0)
シーツ補正Y lidar(3909,1501),151	G(-3796,6896),N(-3805,6745)	RS(0,0)
シーツ補正X lidar(3909,1501),59	G(-3746,6896),N(-3805,6745)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1501,151
シーツ補正X lidar(3904,1500),4	G(-3801,6740),N(-3805,6745)	RS(0,0)
シーツ補正Y lidar(3904,1500),150	G(-3801,6895),N(-3805,6745)	RS(0,0)
シーツ補正X lidar(3904,1500),54	G(-3751,6895),N(-3805,6745)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1500,150
シーツ補正X lidar(3904,1500),4	G(-3801,6740),N(-3805,6745)	RS(0,0)
シーツ補正Y lidar(3904,1500),150	G(-3801,6895),N(-3805,6745)	RS(0,0)
シーツ補正X lidar(3894,1495),44	G(-3761,6895),N(-3805,6744)	RS(0,0)
シーツ　RS無視 RS_Y:0,0,0 X:0	lidar_y:1495,145
